Année,Cause,Data qualifier,Juridiction,Jurisdiction,Niveau d'intervention,Number,Origine,Protection zone,Response category,Year,Zone de protection
2003,Forest industry,a,Île-du-Prince-Édouard,Prince Edward Island,Normale,1,Industrie forestiere,Intensive,Full,2003,Intensive
2004,Forest industry,a,Île-du-Prince-Édouard,Prince Edward Island,Normale,0,Industrie forestiere,Intensive,Full,2004,Intensive
2005,Forest industry,a,Île-du-Prince-Édouard,Prince Edward Island,Normale,0,Industrie forestiere,Intensive,Full,2005,Intensive
2006,Forest industry,a,Île-du-Prince-Édouard,Prince Edward Island,Normale,0,Industrie forestiere,Intensive,Full,2006,Intensive
2007,Forest industry,a,Île-du-Prince-Édouard,Prince Edward Island,Normale,0,Industrie forestiere,Intensive,Full,2007,Intensive
2008,Forest industry,a,Île-du-Prince-Édouard,Prince Edward Island,Normale,1,Industrie forestiere,Intensive,Full,2008,Intensive
2009,Forest industry,a,Île-du-Prince-Édouard,Prince Edward Island,Normale,0,Industrie forestiere,Intensive,Full,2009,Intensive
2010,Forest industry,a,Île-du-Prince-Édouard,Prince Edward Island,Normale,0,Industrie forestiere,Intensive,Full,2010,Intensive
2011,Forest industry,a,Île-du-Prince-Édouard,Prince Edward Island,Normale,0,Industrie forestiere,Intensive,Full,2011,Intensive
2012,Forest industry,e,Île-du-Prince-Édouard,Prince Edward Island,Normale,0,Industrie forestiere,Intensive,Full,2012,Intensive
2013,Forest industry,e,Île-du-Prince-Édouard,Prince Edward Island,Normale,0,Industrie forestiere,Intensive,Full,2013,Intensive
2014,Forest industry,u,Île-du-Prince-Édouard,Prince Edward Island,Normale,,Industrie forestiere,Intensive,Full,2014,Intensive
2015,Forest industry,u,Île-du-Prince-Édouard,Prince Edward Island,Normale,,Industrie forestiere,Intensive,Full,2015,Intensive
2016,Forest industry,e,Île-du-Prince-Édouard,Prince Edward Island,Normale,0,Industrie forestiere,Intensive,Full,2016,Intensive
2017,Forest industry,p,Île-du-Prince-Édouard,Prince Edward Island,Normale,0,Industrie forestiere,Intensive,Full,2017,Intensive
1990,Forest industry,a,Québec,Quebec,Normale,58,Industrie forestiere,Intensive,Full,1990,Intensive
1991,Forest industry,a,Québec,Quebec,Normale,49,Industrie forestiere,Intensive,Full,1991,Intensive
1992,Forest industry,a,Québec,Quebec,Normale,36,Industrie forestiere,Intensive,Full,1992,Intensive
1993,Forest industry,a,Québec,Quebec,Normale,24,Industrie forestiere,Intensive,Full,1993,Intensive
1994,Forest industry,a,Québec,Quebec,Normale,21,Industrie forestiere,Intensive,Full,1994,Intensive
1995,Forest industry,a,Québec,Quebec,Normale,59,Industrie forestiere,Intensive,Full,1995,Intensive
1996,Forest industry,a,Québec,Quebec,Normale,71,Industrie forestiere,Intensive,Full,1996,Intensive
1997,Forest industry,a,Québec,Quebec,Normale,66,Industrie forestiere,Intensive,Full,1997,Intensive
1998,Forest industry,a,Québec,Quebec,Normale,52,Industrie forestiere,Intensive,Full,1998,Intensive
1999,Forest industry,a,Québec,Quebec,Normale,81,Industrie forestiere,Intensive,Full,1999,Intensive
2000,Forest industry,a,Québec,Quebec,Normale,48,Industrie forestiere,Intensive,Full,2000,Intensive
2001,Forest industry,a,Québec,Quebec,Normale,60,Industrie forestiere,Intensive,Full,2001,Intensive
2002,Forest industry,a,Québec,Quebec,Normale,34,Industrie forestiere,Intensive,Full,2002,Intensive
2003,Forest industry,a,Québec,Quebec,Normale,47,Industrie forestiere,Intensive,Full,2003,Intensive
2004,Forest industry,a,Québec,Quebec,Normale,30,Industrie forestiere,Intensive,Full,2004,Intensive
2005,Forest industry,a,Québec,Quebec,Normale,55,Industrie forestiere,Intensive,Full,2005,Intensive
2006,Forest industry,a,Québec,Quebec,Normale,40,Industrie forestiere,Intensive,Full,2006,Intensive
2007,Forest industry,a,Québec,Quebec,Normale,45,Industrie forestiere,Intensive,Full,2007,Intensive
2008,Forest industry,a,Québec,Quebec,Normale,13,Industrie forestiere,Intensive,Full,2008,Intensive
2009,Forest industry,a,Québec,Quebec,Normale,25,Industrie forestiere,Intensive,Full,2009,Intensive
2010,Forest industry,a,Québec,Quebec,Normale,50,Industrie forestiere,Intensive,Full,2010,Intensive
2011,Forest industry,a,Québec,Quebec,Normale,16,Industrie forestiere,Intensive,Full,2011,Intensive
2012,Forest industry,a,Québec,Quebec,Normale,28,Industrie forestiere,Intensive,Full,2012,Intensive
2013,Forest industry,a,Québec,Quebec,Normale,22,Industrie forestiere,Intensive,Full,2013,Intensive
2014,Forest industry,a,Québec,Quebec,Normale,20,Industrie forestiere,Intensive,Full,2014,Intensive
2015,Forest industry,a,Québec,Quebec,Normale,19,Industrie forestiere,Intensive,Full,2015,Intensive
2016,Forest industry,a,Québec,Quebec,Normale,24,Industrie forestiere,Intensive,Full,2016,Intensive
2017,Forest industry,a,Québec,Quebec,Normale,28,Industrie forestiere,Intensive,Full,2017,Intensive
1990,Forest industry,a,Saskatchewan,Saskatchewan,Normale,5,Industrie forestiere,Intensive,Full,1990,Intensive
1991,Forest industry,u,Saskatchewan,Saskatchewan,Normale,,Industrie forestiere,Intensive,Full,1991,Intensive
1992,Forest industry,u,Saskatchewan,Saskatchewan,Normale,,Industrie forestiere,Intensive,Full,1992,Intensive
1993,Forest industry,u,Saskatchewan,Saskatchewan,Normale,,Industrie forestiere,Intensive,Full,1993,Intensive
1994,Forest industry,u,Saskatchewan,Saskatchewan,Normale,,Industrie forestiere,Intensive,Full,1994,Intensive
1995,Forest industry,u,Saskatchewan,Saskatchewan,Normale,,Industrie forestiere,Intensive,Full,1995,Intensive
1996,Forest industry,E,Saskatchewan,Saskatchewan,Normale,8,Industrie forestiere,Intensive,Full,1996,Intensive
1997,Forest industry,a,Saskatchewan,Saskatchewan,Normale,8,Industrie forestiere,Intensive,Full,1997,Intensive
1998,Forest industry,a,Saskatchewan,Saskatchewan,Normale,13,Industrie forestiere,Intensive,Full,1998,Intensive
1999,Forest industry,a,Saskatchewan,Saskatchewan,Normale,11,Industrie forestiere,Intensive,Full,1999,Intensive
2000,Forest industry,a,Saskatchewan,Saskatchewan,Normale,4,Industrie forestiere,Intensive,Full,2000,Intensive
2001,Forest industry,a,Saskatchewan,Saskatchewan,Normale,53,Industrie forestiere,Intensive,Full,2001,Intensive
2002,Forest industry,a,Saskatchewan,Saskatchewan,Normale,26,Industrie forestiere,Intensive,Full,2002,Intensive
2003,Forest industry,a,Saskatchewan,Saskatchewan,Normale,0,Industrie forestiere,Intensive,Full,2003,Intensive
2004,Forest industry,a,Saskatchewan,Saskatchewan,Normale,0,Industrie forestiere,Intensive,Full,2004,Intensive
2005,Forest industry,a,Saskatchewan,Saskatchewan,Normale,6,Industrie forestiere,Intensive,Full,2005,Intensive
2006,Forest industry,a,Saskatchewan,Saskatchewan,Normale,7,Industrie forestiere,Intensive,Full,2006,Intensive
2007,Forest industry,a,Saskatchewan,Saskatchewan,Normale,0,Industrie forestiere,Intensive,Full,2007,Intensive
2008,Forest industry,a,Saskatchewan,Saskatchewan,Normale,24,Industrie forestiere,Intensive,Full,2008,Intensive
2009,Forest industry,a,Saskatchewan,Saskatchewan,Normale,8,Industrie forestiere,Intensive,Full,2009,Intensive
2010,Forest industry,a,Saskatchewan,Saskatchewan,Normale,0,Industrie forestiere,Intensive,Full,2010,Intensive
2011,Forest industry,a,Saskatchewan,Saskatchewan,Normale,0,Industrie forestiere,Intensive,Full,2011,Intensive
2012,Forest industry,a,Saskatchewan,Saskatchewan,Normale,0,Industrie forestiere,Intensive,Full,2012,Intensive
2013,Forest industry,a,Saskatchewan,Saskatchewan,Normale,0,Industrie forestiere,Intensive,Full,2013,Intensive
2014,Forest industry,a,Saskatchewan,Saskatchewan,Normale,0,Industrie forestiere,Intensive,Full,2014,Intensive
2015,Forest industry,u,Saskatchewan,Saskatchewan,Normale,,Industrie forestiere,Intensive,Full,2015,Intensive
2016,Forest industry,u,Saskatchewan,Saskatchewan,Normale,,Industrie forestiere,Intensive,Full,2016,Intensive
2017,Forest industry,u,Saskatchewan,Saskatchewan,Normale,,Industrie forestiere,Intensive,Full,2017,Intensive
1990,Forest industry,a,Yukon,Yukon,Normale,1,Industrie forestiere,Intensive,Full,1990,Intensive
1991,Forest industry,a,Yukon,Yukon,Normale,0,Industrie forestiere,Intensive,Full,1991,Intensive
1992,Forest industry,a,Yukon,Yukon,Normale,2,Industrie forestiere,Intensive,Full,1992,Intensive
1993,Forest industry,a,Yukon,Yukon,Normale,4,Industrie forestiere,Intensive,Full,1993,Intensive
1994,Forest industry,a,Yukon,Yukon,Normale,3,Industrie forestiere,Intensive,Full,1994,Intensive
1995,Forest industry,a,Yukon,Yukon,Normale,14,Industrie forestiere,Intensive,Full,1995,Intensive
1996,Forest industry,r,Yukon,Yukon,Normale,11,Industrie forestiere,Intensive,Full,1996,Intensive
1997,Forest industry,r,Yukon,Yukon,Normale,6,Industrie forestiere,Intensive,Full,1997,Intensive
1998,Forest industry,a,Yukon,Yukon,Normale,7,Industrie forestiere,Intensive,Full,1998,Intensive
1999,Forest industry,r,Yukon,Yukon,Normale,5,Industrie forestiere,Intensive,Full,1999,Intensive
2000,Forest industry,a,Yukon,Yukon,Normale,2,Industrie forestiere,Intensive,Full,2000,Intensive
2001,Forest industry,a,Yukon,Yukon,Normale,4,Industrie forestiere,Intensive,Full,2001,Intensive
2002,Forest industry,a,Yukon,Yukon,Normale,5,Industrie forestiere,Intensive,Full,2002,Intensive
2003,Forest industry,a,Yukon,Yukon,Normale,1,Industrie forestiere,Intensive,Full,2003,Intensive
2004,Forest industry,a,Yukon,Yukon,Normale,0,Industrie forestiere,Intensive,Full,2004,Intensive
2005,Forest industry,a,Yukon,Yukon,Normale,0,Industrie forestiere,Intensive,Full,2005,Intensive
2006,Forest industry,a,Yukon,Yukon,Normale,0,Industrie forestiere,Intensive,Full,2006,Intensive
2007,Forest industry,a,Yukon,Yukon,Normale,0,Industrie forestiere,Intensive,Full,2007,Intensive
2008,Forest industry,a,Yukon,Yukon,Normale,0,Industrie forestiere,Intensive,Full,2008,Intensive
2009,Forest industry,a,Yukon,Yukon,Normale,0,Industrie forestiere,Intensive,Full,2009,Intensive
2010,Forest industry,a,Yukon,Yukon,Normale,0,Industrie forestiere,Intensive,Full,2010,Intensive
2011,Forest industry,e,Yukon,Yukon,Normale,0,Industrie forestiere,Intensive,Full,2011,Intensive
2012,Forest industry,e,Yukon,Yukon,Normale,0,Industrie forestiere,Intensive,Full,2012,Intensive
2013,Forest industry,e,Yukon,Yukon,Normale,0,Industrie forestiere,Intensive,Full,2013,Intensive
2014,Forest industry,e,Yukon,Yukon,Normale,0,Industrie forestiere,Intensive,Full,2014,Intensive
2015,Forest industry,e,Yukon,Yukon,Normale,0,Industrie forestiere,Intensive,Full,2015,Intensive
2016,Forest industry,e,Yukon,Yukon,Normale,0,Industrie forestiere,Intensive,Full,2016,Intensive
2017,Forest industry,e,Yukon,Yukon,Normale,0,Industrie forestiere,Intensive,Full,2017,Intensive
1990,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,1990,Intensive
1991,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,1991,Intensive
1992,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,1992,Intensive
1993,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,1993,Intensive
1994,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,1994,Intensive
1995,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,1995,Intensive
1996,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,1996,Intensive
1997,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,1997,Intensive
1998,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,1998,Intensive
1999,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,1999,Intensive
2000,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,2000,Intensive
2001,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,2001,Intensive
2002,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,2002,Intensive
2003,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,2003,Intensive
2004,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,2004,Intensive
2005,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,2005,Intensive
2006,Forest industry,e,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,2006,Intensive
2007,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,2007,Intensive
2008,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,2008,Intensive
2009,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,2009,Intensive
2010,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,2010,Intensive
2011,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,2011,Intensive
2012,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,2012,Intensive
2013,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,2013,Intensive
2014,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,2014,Intensive
2015,Forest industry,u,Territoires du Nord-Ouest,Northwest Territories,Normale,,Industrie forestiere,Intensive,Full,2015,Intensive
2016,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,2016,Intensive
2017,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,2017,Intensive
2018,Forest industry,a,Territoires du Nord-Ouest,Northwest Territories,Normale,0,Industrie forestiere,Intensive,Full,2018,Intensive
1990,Incendiary,a,Alberta,Alberta,Normale,32,Incendiaires,Intensive,Full,1990,Intensive
1991,Incendiary,a,Alberta,Alberta,Normale,73,Incendiaires,Intensive,Full,1991,Intensive
1992,Incendiary,a,Alberta,Alberta,Normale,56,Incendiaires,Intensive,Full,1992,Intensive
1993,Incendiary,a,Alberta,Alberta,Normale,38,Incendiaires,Intensive,Full,1993,Intensive
1994,Incendiary,a,Alberta,Alberta,Normale,40,Incendiaires,Intensive,Full,1994,Intensive
1995,Incendiary,a,Alberta,Alberta,Normale,56,Incendiaires,Intensive,Full,1995,Intensive
1996,Incendiary,a,Alberta,Alberta,Normale,10,Incendiaires,Intensive,Full,1996,Intensive
1997,Incendiary,a,Alberta,Alberta,Normale,16,Incendiaires,Intensive,Full,1997,Intensive
1998,Incendiary,a,Alberta,Alberta,Normale,42,Incendiaires,Intensive,Full,1998,Intensive
1999,Incendiary,a,Alberta,Alberta,Normale,21,Incendiaires,Intensive,Full,1999,Intensive
2000,Incendiary,a,Alberta,Alberta,Normale,24,Incendiaires,Intensive,Full,2000,Intensive
2001,Incendiary,a,Alberta,Alberta,Normale,37,Incendiaires,Intensive,Full,2001,Intensive
2002,Incendiary,a,Alberta,Alberta,Normale,45,Incendiaires,Intensive,Full,2002,Intensive
2003,Incendiary,a,Alberta,Alberta,Normale,29,Incendiaires,Intensive,Full,2003,Intensive
2004,Incendiary,a,Alberta,Alberta,Normale,31,Incendiaires,Intensive,Full,2004,Intensive
2005,Incendiary,a,Alberta,Alberta,Normale,46,Incendiaires,Intensive,Full,2005,Intensive
2006,Incendiary,a,Alberta,Alberta,Normale,69,Incendiaires,Intensive,Full,2006,Intensive
2007,Incendiary,a,Alberta,Alberta,Normale,28,Incendiaires,Intensive,Full,2007,Intensive
2008,Incendiary,a,Alberta,Alberta,Normale,39,Incendiaires,Intensive,Full,2008,Intensive
2009,Incendiary,a,Alberta,Alberta,Normale,123,Incendiaires,Intensive,Full,2009,Intensive
2010,Incendiary,a,Alberta,Alberta,Normale,121,Incendiaires,Intensive,Full,2010,Intensive
2011,Incendiary,a,Alberta,Alberta,Normale,104,Incendiaires,Intensive,Full,2011,Intensive
2012,Incendiary,r,Alberta,Alberta,Normale,146,Incendiaires,Intensive,Full,2012,Intensive
2013,Incendiary,r,Alberta,Alberta,Normale,102,Incendiaires,Intensive,Full,2013,Intensive
2014,Incendiary,r,Alberta,Alberta,Normale,94,Incendiaires,Intensive,Full,2014,Intensive
2015,Incendiary,r,Alberta,Alberta,Normale,256,Incendiaires,Intensive,Full,2015,Intensive
2016,Incendiary,r,Alberta,Alberta,Normale,145,Incendiaires,Intensive,Full,2016,Intensive
2017,Incendiary,p,Alberta,Alberta,Normale,181,Incendiaires,Intensive,Full,2017,Intensive
1990,Incendiary,a,Colombie-Britannique,British Columbia,Normale,93,Incendiaires,Intensive,Full,1990,Intensive
1991,Incendiary,a,Colombie-Britannique,British Columbia,Normale,147,Incendiaires,Intensive,Full,1991,Intensive
1992,Incendiary,a,Colombie-Britannique,British Columbia,Normale,133,Incendiaires,Intensive,Full,1992,Intensive
1993,Incendiary,a,Colombie-Britannique,British Columbia,Normale,66,Incendiaires,Intensive,Full,1993,Intensive
1994,Incendiary,a,Colombie-Britannique,British Columbia,Normale,141,Incendiaires,Intensive,Full,1994,Intensive
1995,Incendiary,a,Colombie-Britannique,British Columbia,Normale,125,Incendiaires,Intensive,Full,1995,Intensive
